"category_id","subcategory_id","name","image_name","image_url"
1,1,"standard_business_cards","business-cards-18pt-matte-silk-lamination_1.webp",
4,3,"specialty_invitations","metallic-foil-invitations_1.webp",
5,130,"promotional_main","promo-group-1.png",
4,37,"number_tickets","mesh-banner-8oz-polyester-mesh_2.webp",
4,5,"wall_calendars","wall-calendars-100lb-gloss-text_2.webp",
7,101,"letterhead","letterheads-60lb-uncoated_2.webp",
4,6,"cut_to_shape_magnets","cut-to-shape-magnets-30mil_2.webp",
3,53,"4mm_foam_board","4mm-foam-board_1.png",
5,130,"promotional_main","invitations-14pt-matte-finish_1.png",
5,130,"promotional_main","promo-group-2.png",
4,50,"number_tickets","banners-13oz-glossy-vinyl_1.webp",
4,6,"cut_to_shape_magnets","cut-to-shape-magnets-20mil_1.webp",
4,7,"standard_flyers","flyers-100lb-uv-high-gloss_1.webp",
4,16,"standard_bookmark","bookmark-13pt-enviro-uncoated_2.webp",
1,2,"specialty_business-cards","pearl-business-cards_1.webp",
3,54,"a_frame_signs","a-frame-signs-4mm-coroplast.jpg",
4,17,"specialty_bookmark","bookmark-18pt-matte-silk-lamination_1.webp",
3,55,"cut-to-shape-permanent-decals_1.webp","cut-to-shape-permanent-decals_1.webp",
1,1,"standard_business_cards","business-cards-14pt-profit-maximizer_1.webp",
4,11,"standard_postcards","postcards-14pt-aq_1.webp",
1,1,"standard_business_cards","business-cards-14pt-writable-uv-c1s_1.webp",
7,100,"envelopes","envelopes-60lb-self-adhesive_1.webp",
4,10,"specialty_greeting_cards","spot-uv-greeting-cards_1.png",
5,130,"promotional_main","promo-group-3.webp",
7,100,"envelopes","security-envelopes-60lb-uncoated_1.webp",
4,18,"Standard-rack-cards","standard-rack-cards_1.png",
1,1,"standard_business_cards","business-cards-16pt-aq_1.webp",
3,51,"pull_up_banners","pull-up-banners-13oz-matte-vinyl-silverbase_1.png",
4,20,"posters","posters-100lb-matte-finish_2.webp",
4,16,"specialty_bookmark","bookmark-18pt-matte-lam-spot-uv_1.webp",
4,50,"number_tickets","mesh-banner-8oz-polyester-mesh_2.webp",
1,2,"specialty_business-cards","durable-business-cards_1.webp",
1,2,"standard_postcards","metallic-foil-business-cards_1.webp",
3,52,"x_frame_banners","x-frame-banners-13oz-matte-vinyl_2.jpg",
4,9,"standard_greeting_cards","greeting-cards-14pt-aq_1.webp",
4,9,"standard_greeting_cards","greeting-cards-14pt-uv-high-gloss_1.webp",
4,19,"standard_tear_cards","tear-cards-14pt-uv_1.jpg",
4,10,"specialty_greeting_cards","kraft-paper-greeting-cards_3.webp",
3,57,"3mm-aluminum-signs_1","3mm-aluminum-signs_1.png",
4,12,"specialty_postcards","postcards-14pt-writable-uv-c1s_1.webp",
4,21,"door_hangers","door-hangers-14pt-matte-finish_1.webp",
3,51,"pull_up_banners","pull-up-banners-13oz-matte-vinyl-blackbase-31-5-x-78-75_4.png",
3,59,"car-magnets-30mil_2","car-magnets-30mil_2.webp",
3,60,"coroplast","quick-ship-coroplast-signs_2.png",
1,2,"specialty_business-cards","die-cut-business-cards_3.webp",
3,62,"3mm-sintra","3mm-sintra_4.png",
4,12,"specialty_postcards","postcards-13pt-linen-uncoated_1.webp",
4,12,"specialty_postcards","postcards-14pt-writable-aq-c1s_1.webp",
4,22,"brochures","brochures-80lb-enviro-uncoated_1.png",
3,55,"Cut-to-shape-permanent-decals","cut-to-shape-permanent-decals_1.webp",
4,20,"posters","posters-100lb-matte-finish_2.webp",
4,12,"specialty_postcards","postcards-13pt-enviro-uncoated_1.webp",
4,11,"standard_postcards","postcards-18pt-gloss-lamination_1.webp",
3,63,"floor_graphics","floor-graphics_1.png",
3,58,"table_covers","table-runner_1.png",
4,12,"specialty_postcards","postcards-18pt-matte-silk-lamination_1.webp",
2,120,"roll_labels","poly-roll-labels_1.webp",
4,12,"specialty_postcards","postcards-13pt-enviro-uncoated_1.webp",
4,25,"magnets","magnets-14pt_1.webp",
4,26,"booklets","booklets-100lb-gloss-text-8-5-x-5-5_1.jpg",
3,52,"x_frame_banners","x-frame-banners-13oz-matte-vinyl_1.jpg",
1,1,"standard_business_cards","business-cards-16pt-matte-finish_1.png",
4,26,"booklets","booklets-60lb-offset-text-8-5-x-11_1.jpg",
4,21,"door_hangers","door-hangers-13pt-enviro-uncoated_1.png",
4,20,"posters","posters-100lb-matte-finish_1.webp",
4,12,"specialty_postcards","durable-postcards_1.webp",
2,121,"packaging","lay-flat-pouch_1.png",
4,26,"booklets","booklets-80lb-silk-text-8-5-x-11_1.png",
3,64,"20pt_styrene","20pt-styrene_1.jpg",
4,5,"wall_calendars","wall-calendars-100lb-gloss-text_2.webp",
4,18,"Standard-rack-cards","high-gloss-rack-cards_1.jpg",
4,25,"magnets","magnets-14pt_2.webp",
4,12,"specialty_postcards","kraft-paper-postcards_2.webp",
3,61,"removable_wall_decals","removable-wall-decals-7-mil_1.jpg",
4,2,"specialty_business-cards","business-cards-13pt-linen-uncoated_1.webp",
11,1,"standard_business_cards","business-cards-18pt-matte-lam-spot-uv_1.webp",
4,27,"Digital-sheets","digital-sheets-14pt-matte-finish_1.jpg",
3,60,"coroplast","6mm-coroplast.png",
4,20,"posters","posters-100lb-matte-finish_1.webp",
4,12,"specialty_postcards","kraft-paper-postcards_1.webp",
3,51,"pull_up_banners","premium-wide-pull-up-banners-13-oz-matte-vinyl_1.png",
4,11,"standard_postcards","postcards-10pt-matte-finish_1.webp",
5,130,"promotional_main","promo-group-4.webp",
1,2,"specialty_business-cards","metallic-foil-business-cards_1.webp",
4,26,"booklets","booklets-100lb-silk-text-8-5-x-5-5_1.jpg",
3,60,"coroplast","8mm-coroplast.png",
4,12,"specialty_postcards","kraft-paper-postcards_4.webp",
1,1,"standard_business_cards","business-cards-18pt-gloss-lamination_1.webp",
4,27,"Digital-sheets","digital-sheets-80lb-enviro-uncoated_1.jpg",
3,58,"table_covers","table-covers-6-ft-table_2.png",
4,50,"number_tickets","banners-13oz-glossy-vinyl_1.webp",
2,120,"roll_labels","paper-roll-labels_1.webp",
2,120,"roll_labels","willowpack-roll-labels_1.webp",
3,61,"removable_wall_decals","removable-wall-decals-7-mil_4.jpg",
4,50,"number_tickets","banners-13oz-matte-vinyl_1.jpg",
4,29,"presentation_folders","presentation-folders-14pt-matte-finish_1.png",
4,6,"cut_to_shape_magnets","cut-to-shape-magnets-30mil_1.webp",
1,1,"standard_business_cards","business-cards-14pt-uv-high-gloss_1.png",
4,19,"standard_tear_cards","tear-cards-13pt-enviro-uncoated_1.jpg",
4,26,"booklets","booklets-100lb-silk-text-8-5-x-5-5_1.jpg",
1,2,"specialty_business-cards","soft-touch-business-cards_1.png",
4,12,"specialty_postcards","pearl-paper-postcards_1.webp",
4,16,"standard_bookmark","bookmark-10pt-matte-finish_1.webp",
4,2,"wall_calendars","wall-calendars-100lb-gloss-text_1.webp",
4,11,"standard_postcards","postcards-10pt-aq_1.webp",
7,100,"envelopes","envelopes-60lb-uncoated_1.webp",
3,51,"pull_up_banners","table-top-pull-up-banner-13-oz-matte-vinyl_1.png",
4,6,"cut_to_shape_magnets","cut-to-shape-magnets-30mil_2.webp",
3,58,"table_covers","table-covers-8-ft-table_1.png",
4,30,"Canvas","canvas-roll_1.webp",
4,29,"presentation_folders","presentation-folders-14pt-uv-high-gloss_1.png",
1,1,"standard_business_cards","business-cards-14pt-aq_1.png",
4,18,"Standard-rack-cards","matte-laminated-rack-cards_1.png",
4,16,"standard_bookmark","bookmark-16pt-uv_1.webp",
2,121,"packaging","stand-up-pouch_1.png",
4,22,"brochures","brochures-80lb-enviro-uncoated_1.png",
4,10,"specialty_greeting_cards","greeting-cards-14pt-writable-aq-c1s_1.webp",
3,63,"floor_graphics","social-distancing-floor-stickers_1.png",
4,18,"Standard-rack-cards","uncoated-rack-cards_1.png",
3,62,"3mm-sintra","3mm-sintra_1.jpg",
1,2,"specialty_business-cards","die-cut-business-cards_2.webp",
1,2,"specialty_business-cards","business-cards-18pt-writable-c1s_1.webp",
7,101,"envelopes","letterheads-60lb-uncoated_2.webp",
4,11,"standard_postcards","postcards-16pt-aq_1.webp",
4,32,"clings_transparent","clings-transparent_1.jpg",
4,13,"Postcard-addressed-postage-due","postcard-addressed-postage-due_1.png",
3,58,"table_covers","table-runner_1.png",
1,2,"specialty_business-cards","business-cards-18pt-matte-silk-lamination_1.webp",
7,101,"envelopes","letterheads-60lb-uncoated_1.webp",
4,26,"booklets","booklets-100lb-gloss-text-8-5-x-5-5_1.jpg",
1,1,"standard_business_cards","business-cards-16pt-matte-finish_1.png",
3,50,"banners","mesh-banner-8oz-polyester-mesh_1.webp",
3,60,"coroplast","4mm-coroplast-canadian.png",
4,4,"standard_invitations","invitations-14pt-writable-aq-c1s_1.png",
4,23,"Brochure-enveloped-and-addressed-postage-due","brochure-enveloped-and-addressed-postage-due_1.png",
4,21,"door_hangers","door-hangers-14pt-uv-high-gloss_1.webp",
4,17,"specialty_bookmark","bookmark-13pt-linen-uncoated_1.webp",
3,59,"car-magnets-30mil","car-magnets-30mil_2.webp",
1,2,"specialty_business-cards","kraft-business-cards_2.webp",
4,34,"tent_cards","tent-cards-14pt-matte-finish_2.webp",
4,10,"specialty_greeting_cards","metallic-foil-greeting-cards_4.webp",
4,65,"glossy_adhesive_vinyl","glossy-adhesive-vinyl_1.jpg",
4,13,"Postcard-addressed-postage-due","postcard-addressed-postage-included_1.png",
3,51,"pull_up_banners","premium-pull-up-banners-13oz-matte-vinyl_1.png",
7,100,"envelopes","envelopes-60lb-self-adhesive_1.webp",
4,17,"specialty_bookmark","bookmark-13pt-enviro-uncoated_1.webp",
4,12,"specialty_postcards","durable-postcards_1.webp",
4,11,"standard_postcards","postcards-14pt-uv_1.webp",
3,62,"3mm-sintra","3mm-sintra_5.png",
3,51,"pull_up_banners","double-sided-pull-up-banners-13-oz-matte-vinyl_1.png",
4,19,"standard_tear_cards","tear-cards-14pt-matte-finish_1.png",
3,67,"window_perforated_vinyl","window-perforated-vinyl_2.webp",
4,16,"standard_bookmark","bookmark-16pt-uv_1.webp",
4,17,"specialty_bookmark","bookmark-13pt-linen-uncoated_1.webp",
1,2,"specialty_business-cards","business-cards-14pt-writable-uv-c1s_1.webp",
4,34,"tent_cards","tent-cards-14pt-matte-finish_1.jpg",
4,15,"Unaddressed-postcard","unaddressed-postcard_1.png",
4,11,"standard_postcards","postcards-16pt-matte-finish_1.webp",
4,14,"postcard-enveloped-and-addressed-postage-included","postcard-enveloped-and-addressed-postage-included_1.png",
3,61,"removable_wall_decals","removable-wall-decals-7-mil_3.png",
4,21,"door_hangers","door-hangers-14pt-matte-finish_1.webp",
3,63,"floor_graphics","floor-graphics_1.png",
1,2,"specialty_business-cards","kraft-business-cards_2.webp",
4,10,"specialty_greeting_cards","metallic-foil-greeting-cards_4.webp",
4,10,"specialty_greeting_cards","metallic-foil-greeting-cards_3.webp",
4,5,"wall_calendars","wall-calendars-100lb-gloss-text_1.webp",
4,16,"standard_bookmark","bookmark-14pt-matte-finish_1.webp",
4,27,"Digital-sheets","digital-sheets-100lb-matte-finish_1.jpg",
4,18,"Standard-rack-cards","high-gloss-rack-cards_1.jpg",
4,12,"specialty_postcards","postcards-14pt-writable-uv-c1s_1.webp",
1,2,"specialty_business-cards","kraft-business-cards_1.webp",
4,9,"standard_greeting_cards","greeting-cards-14pt-matte-finish_1.webp",
4,35,"notepads_50_pages","notepads-60lb-uncoated-50-pages_1.webp",
1,2,"specialty_business-cards","kraft-business-cards_1.webp",
4,29,"presentation_folders","presentation-folders-matte-laminated_1.png",
4,13,"Postcard-addressed-postage-due","postcard-addressed-postage-due_1.png",
4,19,"standard_tear_cards","tear-cards-13pt-enviro-uncoated_1.jpg",
4,10,"specialty_greeting_cards","greeting-cards-13pt-enviro-uncoated_1.webp",
4,26,"booklets","booklets-60lb-offset-text-8-5-x-5-5_1.jpg",
4,26,"booklets","booklets-80lb-gloss-text-8-5-x-5-5_1.jpg",
4,35,"notepads_50_pages","notepads-60lb-uncoated-50-pages_1.webp",
4,8,"specialty_flyers","flyers-80lb-enviro-uncoated_1.webp",
2,120,"roll_labels","bopp-roll-labels_1.webp",
3,60,"removable_wall_decals","10mm-coroplast_2.png",
4,25,"magnets","magnets-14pt_4.webp",
4,12,"specialty_postcards","kraft-paper-postcards_4.webp",
3,60,"removable_wall_decals","quick-ship-coroplast-signs_4.png",
4,14,"postcard-enveloped-and-addressed-postage-included","postcard-enveloped-and-addressed-postage-included_1.png",
4,22,"brochures","brochures-100lb-uv-high-gloss_1.png",
4,26,"booklets","booklets-60lb-offset-text-8-5-x-5-5_1.jpg",
4,10,"specialty_greeting_cards","metallic-foil-greeting-cards_1.webp",
3,60,"removable_wall_decals","4mm-coroplast-yard-signs_1.png",
4,26,"booklets","booklets-80lb-silk-text-8-5-x-11_1.png",
1,2,"specialty_business-cards","business-cards-14pt-writable-aq-c1s_1.webp",
4,17,"specialty_bookmark","bookmark-14pt-writable-uv-c1s_1.webp",
7,100,"envelopes","security-envelopes-60lb-uncoated_1.webp",
3,51,"pull_up_banners","premium-wide-pull-up-banners-13-oz-matte-vinyl_1.png",
4,25,"magnets","magnets-14pt_1.webp",
4,9,"standard_greeting_cards","greeting-cards-14pt-uv-high-gloss_1.webp",
4,12,"specialty_postcards","postcards-13pt-linen-uncoated_1.webp",
4,27,"Digital-sheets","digital-sheets-14pt-matte-finish_1.jpg",
4,10,"specialty_greeting_cards","greeting-cards-13pt-enviro-uncoated_1.webp",
1,2,"specialty_business-cards","metallic-foil-business-cards_2.webp",
1,2,"specialty_business-cards","durable-business-cards_1.webp",
4,12,"specialty_postcards","pearl-paper-postcards_1.webp",
4,12,"specialty_postcards","metallic-foil-postcards_2.webp",
4,3,"specialty_invitations","pearl-paperl-invitations_1.png",
4,10,"specialty_greeting_cards","greeting-cards-14pt-writable-uv-c1s_1.webp",
4,4,"standard_invitations","invitations-14pt-writable-aq-c1s_1.png",
4,16,"standard_bookmark","bookmark-10pt-matte-finish_1.webp",
4,10,"specialty_greeting_cards","metallic-foil-greeting-cards_2.webp",
4,25,"magnets","magnets-14pt_3.webp",
4,4,"standard_invitations","invitations-14pt-matte-finish_1.png",
4,10,"specialty_greeting_cards","kraft-paper-greeting-cards_2.webp",
4,26,"booklets","booklets-80lb-silk-text-8-5-x-5-5_1.jpg",
4,28,"variable_printing","variable-printing-14pt_1.jpg",
4,27,"Standard-rack-cards","digital-sheets-13pt-enviro-uncoated_1.jpg",
4,20,"posters","posters-80lb-enviro-uncoated_1.webp",
3,66,"large-format-posters","large-format-posters-8pt-c2s_1.webp",
3,67,"window_perforated_vinyl","window-perforated-vinyl_1.jpg",
2,122,"stickers","60lb-slit-back-label-stickers_1.png",
3,60,"removable_wall_decals","removable-wall-decals-7-mil_2.jpg",
4,30,"Canvas","canvas-roll_1.webp",
1,2,"specialty_business-cards","folded-business-cards-13pt-enviro-uncoated_1.jpg",
4,4,"standard_invitations","invitations-14pt-aq_1.png",
1,1,"standard_business_cards","quick-ship-business-cards_1.png",
1,1,"standard_business_cards","business-cards-14pt-matte-finish_1.webp",
4,22,"brochures","brochures-100lb-gloss-text_1.png",
4,10,"specialty_greeting_cards","metallic-foil-greeting-cards_1.webp",
3,66,"large-format-posters","large-format-posters-8pt-c2s_1.webp",
3,52,"x_frame_banners","x-frame-banners-13oz-matte-vinyl_1.jpg",
3,67,"window_perforated_vinyl","window-perforated-vinyl_2.webp",
3,51,"pull_up_banners","pull-up-banners-13oz-matte-vinyl-blackbase-31-5-x-78-75_1.png",
1,1,"standard_business_cards","business-cards-14pt-aq_1.png",
3,58,"pull_up_banners","table-covers-8-ft-table_2.png",
3,60,"coroplast","coroplast-group-1.png",
2,121,"packaging","stand-up-pouch_1.png",
1,2,"specialty_business-cards","business-cards-13pt-enviro-uncoated_2.webp",
1,2,"specialty_business-cards","ultra-smooth-business-cards_1.webp",
4,19,"standard_tear_cards","tear-cards-14pt-matte-finish_1.png",
3,58,"pull_up_banners","table-covers-6-ft-table_1.png",
4,26,"booklets","booklets-80lb-silk-text-8-5-x-5-5_1.jpg",
